ticker,as_of,float_M,os_M,confidence,basis,computed_at,note
HUSA,2025-06-11,1.57,1.57,med,8-K 2025-05-28 (1-for-10 reverse split eff 6/6/2025) + DEF14A 2025-04-11 ownership,2026-06-24T18:27:23,"1-for-10 reverse split effective after close 6/6/2025 (trading split-adj 6/9): O/S 15,686,533 -> ~1,568,653. Abundia/AGIG Share Exchange (would issue 245.7M to Abundia 84.6%) NOT yet closed at as_of (no Item 2.01 8-K; 6/13 8-K is unusual-trading no-news). D&O group holds ~only options (303,179 of 309,179), real common ~6,000 pre-split. BFH 2.18M (13.6%) & 3i 1.30M (8.1%) are passive 13G -> KEPT. Float ~ O/S ~1.57M <20M."
HUSA,2025-06-12,1.57,1.57,med,8-K 2025-05-28 (1-for-10 reverse split eff 6/6/2025) + DEF14A 2025-04-11 ownership,2026-06-24T18:27:23,"Carried from 6/11: 1-for-10 split eff 6/6 -> O/S ~1,568,653; Abundia Share Exchange not yet closed; no intervening O/S filing. D&O hold only options; BFH 13.6% & 3i 8.1% passive 13G kept. Float ~1.57M <20M."
HUSA,2025-06-13,1.57,1.57,med,8-K 2025-05-28 (1-for-10 reverse split eff 6/6/2025) + DEF14A 2025-04-11 ownership,2026-06-24T18:27:23,"Carried from 6/11: O/S ~1,568,653 post 1-for-10 split; only intervening 8-K 6/13 is unusual-trading no-news (non-dilutive); Abundia Share Exchange not yet closed. D&O options-only; BFH & 3i passive 13G kept. Float ~1.57M <20M."
HUSA,2025-06-17,1.57,1.57,high,8-K 2025-05-28 (1-for-10 reverse split eff 6/6/2025) + DEF14A 2025-04-11 ownership,2026-06-24T18:27:23,"Carried from 6/13: O/S ~1,568,653 post 1-for-10 split; only intervening filing is a 6/17 Form 4 option grant to CEO (options-only, no O/S change); Abundia Share Exchange not yet closed. D&O options-only; BFH 13.6% & 3i 8.1% passive 13G kept. Float ~1.57M <20M."
HUSA,2025-06-23,1.74,1.74,high,8-K 2025-06-20 acc 0001641172-25-015941 (closed registered direct offering) + 8-K 2025-05-28 (split) + DEF14A 2025-04-11,2026-06-24T18:27:23,"Re-derived from 6/17: registered direct offering closed 6/20 issuing 174,100 common shares (+49,662 prefunded warrants NOT in O/S); O/S 1,568,653 -> 1,742,753 ~1.74M. New shares went to <5% public purchasers (kept in float). Abundia Share Exchange still not closed. D&O options-only; BFH & 3i passive 13G kept. Float ~1.74M <20M."
IMCC,2025-06-02,2.08,3.37,high,6-K 2025-05-27 acc 0001178913-25-001956 (early-warning post-Focus Txn) + 20-F,2026-06-24T18:27:23,"Carried from 5/30: O/S 3,366,971 Common Shares (post Focus Txn closed 5/26); no intervening O/S filing (5/28 6-K is a press-release news item, no share change). Excluded co-founder control block 1,288,032 (Shuster 769,507 + Gabay 389,682 + Ewave 128,843, joint actors). Trades Common Shares directly, not ADS. Float ~2.08M <20M."
INDO,2025-06-13,8.36,13.91,high,20-F 2025-04-29 acc 0001641172-25-006716 (O/S + ownership Item 7),2026-06-24T18:27:23,"Foreign FPI, ordinary shares trade directly on NYSE American (not ADS, ~1:1). Current O/S 13,910,038 as of 4/25/2025; latest 6-K 5/29 is operational PR only (no O/S change). Excluded D&O group ex-options 5,554,402 = Jusuf 5,267,767 (incl MADERIC 5,222,222, dedup) + Ingriselli 60k + Said/Huang/Wu 45,545 ea + 5 small dirs 90k; group as-a-group 6,054,402 less 500k options. No other >5% or passive inst. Float ~8.36M."
INDO,2025-06-17,9.05,14.51,high,424B5 ATM prospectus 2025-06-17 acc 0001641172-25-015317 (states O/S + non-affiliate count as of 6/16/2025),2026-06-24T18:27:23,"Re-derived: 424B5 (6/17) discloses 14,511,138 outstanding Ordinary Shares as of 6/16/2025 (up from 13.91M on 4/25 via ATM sales), of which 9,046,736 held by non-affiliates. Non-affiliate count = float by definition (excludes officers/directors/affiliates). Ordinary shares direct, not ADS. Float 9.05M, O/S 14.51M."
INDO,2025-06-23,9.05,14.51,high,424B5 ATM prospectus 2025-06-17 acc 0001641172-25-015317 (latest O/S + non-affiliate disclosure),2026-06-24T18:27:23,"Carried from 6/17: no new O/S-disclosing filing between 6/17 and 6/23. Latest disclosed O/S 14,511,138 (6/16/2025), non-affiliate float 9,046,736. ATM may sell incremental shares but no filing updates the count point-in-time. Ordinary shares direct. Float 9.05M, O/S 14.51M."
ISPO,2025-06-02,6.73,12.44,med,DEF14A 2025-04-24 + 10-Q 2025-05-08 acc 0001820566-25-000063,2026-06-24T18:27:23,"Carried from 5/30: O/S 12,440,577 Class A (post 20:1 reverse split, incl 2,857,635 Class B->A exchange); no intervening O/S filing (newest filings 5/23 Form 4, 5/14 13G/A both predate 5/30). Excluded D&O group ex-derivatives ~4.71M (Zamani control 4.42M) + co-founder Brent Handler 1.01M; KEPT Stoney Lonesome HF 0.92M + Kleiner Perkins 0.59M (passive 13D). Float ~6.73M."
KALA,2025-06-03,6.27,6.45,high,10-K 2025-03-31 acc 0001558370-25-004081 (ownership table as of 3/1/2025) + 10-Q 2025-05-14 cover O/S,2026-06-24T18:27:23,"Current common O/S 6,452,398 (10-Q cover ~5/14 & 10-K table 3/1/2025; XBRL dei). 2024 proxy stale -> used 10-K's current ownership table. Excluded D&O group ex-options 184,997 (group 486,183 less 301,186 options). KEPT Baker Bros 1,201,894 (18.63%, passive 13D, no board seat, <20%), SR One 649,640 (9.99% capped), Cormorant 649,127 (9.99% capped) - all passive institutions. Float ~6.27M. DT 18.59M O/S is 2026 post-date dilution."
KALA,2025-06-10,6.27,6.45,high,10-K 2025-03-31 acc 0001558370-25-004081 (ownership 3/1/2025) + 10-Q 2025-05-14 cover O/S,2026-06-24T18:27:23,"Carried from 6/3: O/S 6,452,398 unchanged; only intervening filings 6/4-6/5 are routine insider Form 4/4A (e.g. small 730-share sale, no O/S change). Excluded D&O group ex-options 184,997. KEPT Baker Bros 18.63%, SR One 9.99%, Cormorant 9.99% (passive institutions). Float ~6.27M."
KALA,2025-06-25,6.27,6.45,high,10-K 2025-03-31 acc 0001558370-25-004081 (ownership 3/1/2025) + 10-Q 2025-05-14 cover O/S,2026-06-24T18:27:23,"Carried from 6/10: O/S 6,452,398 unchanged; intervening filings (6/17 Form 4 small ~2,450-sh insider grants, 6/24 Form 144 sale notices) are routine insider activity, no offering/split/issuance/periodic. Excluded D&O group ex-options 184,997. KEPT Baker Bros 18.63%, SR One 9.99%, Cormorant 9.99% passive. Float ~6.27M."
LSE,2025-06-13,1.53,17.025,high,20-F 2025-02-14 (IPO Dec-2024),2026-06-24T18:27:23,"IPO float=offering 1,525,000 ord. O/S 17.025M (post-IPO basis, =DT). Pre-IPO insiders 15.5M all BVI shells under founder Hongliang Li voting proxy (Polar/WISE-POWER/COBO/Pacific Century) excluded. Trades ordinary directly (ads flag false-positive, no rescale). Under 20M."
LSE,2025-06-16,1.53,17.025,high,20-F 2025-02-14 (IPO Dec-2024),2026-06-24T18:27:23,"IPO float=offering 1,525,000 ord. O/S 17.025M (post-IPO basis, =DT). Pre-IPO insiders 15.5M all BVI shells under founder voting proxy excluded. Trades ordinary directly. Under 20M."
LSE,2025-06-17,1.53,17.025,high,20-F 2025-02-14 (IPO Dec-2024),2026-06-24T18:27:23,"IPO float=offering 1,525,000 ord. O/S 17.025M (post-IPO basis, =DT). Pre-IPO insiders 15.5M all BVI shells under founder voting proxy excluded. Trades ordinary directly. Under 20M."
LSE,2025-06-18,1.53,17.025,high,20-F 2025-02-14 (IPO Dec-2024),2026-06-24T18:27:23,"IPO float=offering 1,525,000 ord. O/S 17.025M (post-IPO basis, =DT). Pre-IPO insiders 15.5M all BVI shells under founder voting proxy excluded. Trades ordinary directly. Under 20M."
LUD,2025-06-16,2.69,22.69,high,20-F 2025-04-30 + 6-K 2025-05-27,2026-06-24T18:27:23,"O/S 22.69M ordinary (=DT, trades ordinary directly; ads flag false-positive, no rescale). Excl founder Ma Biu 20M via Diamond Horses BVI (88.14%, sole owner). Float=public 2.69M. Under 20M."
LZMH,2025-06-18,2.07,129.57,med,20-F 2025-06-17 + 424B4 2025-02-27,2026-06-24T18:27:23,"Listed class=Class B Ord (8-A12B registers Class B directly; ads flag false-positive, no rescale). Class B O/S 129.57M as of 6/16/25 (full over-allotment). Fresh IPO Feb-2025: public float=offering 1.8M+270k greenshoe=2.07M Class B. Pre-IPO Class B 127.5M held by founder Andong Zhang/CFO BVI shells (LZ Holdings/Vanshion/Youder/BJ Tojoy/Kim Full) excluded. Under 20M. DT O/S 8.98M divergent (~14x low, no SEC reverse split found - likely DT error)."
MAAS,2025-06-23,1.19,8.58,low,"6-K 2025-06-18 (1:90 reverse split, ADS->Class A substitution listing eff 6/23)",2026-06-24T18:27:23,"Maase Inc (fka AIX/AIFU/Highest Performances). 1-for-90 reverse split eff 6/23/25; ADS facility terminated, Class A ord lists directly on Nasdaq. Post-split O/S=15.25M total (Class A 8.58M listed + Class B 6.67M founder). Control: Highest Performances Holdings (Min Zhou) 30.45% incl 147.1M pre-split Class A + 510M Class B. Float=public Class A ~1.19M (anchored DT; post-split ownership table not cleanly disclosed). Under 20M. DT O/S 442M is pre-split."
MAAS,2025-06-24,1.19,8.58,low,"6-K 2025-06-18 (1:90 reverse split, ADS->Class A substitution listing eff 6/23)",2026-06-24T18:27:23,Maase Inc (fka AIX/AIFU/Highest Performances). Post-split O/S=15.25M total (Class A 8.58M listed + Class B 6.67M founder). Control: Highest Performances/Min Zhou 30.45%. Float=public Class A ~1.19M (anchored DT). Under 20M. DT O/S 442M is pre-split.
MANU,2025-06-06,36.42,54.32,med,20-F 2024-09-13 + 13G/A 2025-04-04 (Class A O/S) + 13D/A 2024-12-19 (INEOS),2026-06-24T18:27:23,"Manchester United: listed class=Class A ord (trades directly NYSE, ads flag false-positive). Class A O/S 54,317,002 (per Lindsell Train 13G/A 3/31/25). Excl control Class A: INEOS/Ratcliffe 16.19M direct Class A (49.88M 13D incl as-converted Class B) + Joel Glazer 1.26M + Darcie Glazer 0.45M = ~17.9M. Kept passive 13G Ariel 8.3M, Lindsell Train ~5.05M. Glazer family Class B (super-voting) not in listed class. Float ~36.4M >>20M."
MDBH,2025-06-23,4.79,4.95,med,10-Q 2025-05-12 (Class A O/S) + DEF 14A 2024-10-28 (D&O),2026-06-24T18:27:23,"MDB Capital: listed class=Class A (Nasdaq MDBH). Class A O/S 4,950,632 (10-Q 5/12/25); Class B 5,000,000 = founders Marlett/DiGiandomenico super-voting (5 votes, not listed). Excl D&O-group Class A 161,078 ex-RSUs (RSUs vest 2027, not yet vested as of as_of). Float=public Class A ~4.79M. Class A grew 4.30M->4.95M since Oct-24 proxy (to public). 8-K 6/2 director resignation only, no offering. Under 20M. DT float 4.74M corroborates."
MFH,2025-06-11,63.67,63.69,medium,20-F 2025-04-30 Item 6E,2026-06-24T18:27:23,"O/S 63.69M ordinary (issued+outstanding as of Apr 15 2025); NOT ADS (20-F: ADS Not applicable); 1-for-400 consolidation Feb-2023 already baked in. D&O own ~0 (only Daye 16,666). Excl D&O 0.017M. Apollo Multi-Asset 14.25M (22.4% of O/S) is a PIPE/warrant financing fund w/ no board seat -> kept as passive; if excluded float ~49.4M. Float >>20M either way. No controlling shareholder per 20-F."
MSW,2025-06-10,2.23,12.98,high,424B4 / 13D/A,2026-06-24T18:27:23,"carried from 2025-05-13; no intervening O/S change. Filings since: 144 (5/22 proposed sale, not exercised), 6-K convertible notes $74M (5/23, NOT converted -> O/S unchanged), 6-K (6/2) Chi Ming Lam resigned Chairman/CEO but still holds 10.75M (82.8% O/S) -> still excluded as >20% control person. O/S 12.975M; float=12.975-10.75=2.23M."
MSW,2025-06-17,2.23,12.98,high,424B4 / 13D/A,2026-06-24T18:27:23,carried from 2025-05-13; no intervening O/S change thru 6/17. Convertible notes (5/23) not converted; Lam resignation (6/2) does not change his 10.75M block (still control). O/S 12.975M; float=2.23M.
NA,2025-06-04,8.51,17.02,medium,20-F 2025-04-11 Item 6E (Nano Labs),2026-06-24T18:27:23,"Total ordinary O/S 17,022,669 as of Apr-11-2025 (14,163,760 Cl A + 2,858,909 Cl B); IPO/follow-on offerings flagged are 2022 (already in count); May/Jun 424B3 are warrant RESALE not new issuance -> O/S unchanged. Excl D&O group 7,595,024 (4,736,115 Cl A + all 2,858,909 Cl B founder super-vote) + Nanoeco 518,950 + Nanometa 397,004 (employee equity-incentive-trust nominees). Kept FENBUSHI 1.58M, Golden Forest 1.55M, Longling 1.55M (all <20% external VC/funds). Float=17.02-7.595-0.916=8.51M. DT os 29.52M reflects post-as_of mid-2025 crypto-treasury raise (lookahead)."
NA,2025-06-09,8.51,17.02,medium,20-F 2025-04-11 Item 6E (Nano Labs),2026-06-24T18:27:23,carried from 2025-06-04; no intervening O/S change (no filings 6/4-6/9). O/S 17.02M ordinary; float=8.51M (excl D&O group 7.595M + equity-trust nominees 0.916M).
NA,2025-06-24,8.51,17.02,medium,20-F 2025-04-11 Item 6E (Nano Labs),2026-06-24T18:27:23,"carried from 2025-06-04; only intervening filing is 6/24 424B3+6-K = warrant RESALE/press release, NOT new issuance -> O/S unchanged 17.02M ordinary. Float=8.51M. DT os 29.52M is post-as_of dilution."
NCPL,2025-06-20,2.25,2.28,high,"424B5 2025-06-23 (Netcapital, baby-shelf float)",2026-06-24T18:27:23,"Netcapital: 1-for-70 reverse split Mar-2025 then continuous ATM dilution. 424B5 (6/23, ref June 20 price) states O/S 2,280,825 and non-affiliate public float 2,250,674; affiliates only 30,151. Float=2.25M. DT os/float 7.85M is a later post-as_of dilution snapshot (stock dilutes constantly via ATM/PIPE). Under 20M."
NCPL,2025-06-27,2.75,2.78,medium,424B5 06-23 + 8-K 06-30 (Horizon shares),2026-06-24T18:27:23,"Base O/S 2,280,825 + 500,000 Horizon Globex shares issued June 26, 2025 (8-K 6/30) for software license = ~2.78M; Horizon is non-affiliate vendor -> adds to float. Float ~2.25M+0.50M=2.75M (plus minor ATM $975K @~$4 = up to ~0.24M, gradual). Affiliates ~30K. Under 20M. ATM amount approximate -> med conf."
NCPL,2025-06-30,2.75,2.78,medium,424B5 06-23 + 8-K 06-30 (Horizon shares),2026-06-24T18:27:23,"O/S 2,280,825 + 500,000 Horizon shares (issued 6/26, per 6/30 8-K) = ~2.78M + minor ATM; float ~2.75M (Horizon vendor non-affiliate). Affiliates ~30K. Under 20M. ATM gradual -> med conf."
NEGG,2025-06-05,1.59,19.48,high,20-F 2025-04-28 Item7,2026-06-24T18:27:23,"carried from 2025-05-14; no intervening O/S change. Filings since: Form 144 (5/22 proposed sale, not an issuance) + 13G (6/5, new 5.2% passive individual <20%, already in public float). O/S 19.478M common (post 20-for-1 combination eff 2025-04-07; not ADS). Excl D&O group ~17.89M (Zhitao He/Digital Grid 11.17M + Fred Chang/Tekhill 5.97M + other D&O). Float ~1.59M <20M; DT 1.27/20.97 consistent."
NEGG,2025-06-09,1.59,19.48,high,20-F 2025-04-28 Item7,2026-06-24T18:27:23,carried from 2025-06-05; no intervening O/S change (only a passive 13G filed 2025-06-05)
NUKK,2025-06-13,3.33,5.01,med,10-Q 2025-05-23 cover + PRE14A 2025-02-13,2026-06-24T18:27:23,"Current O/S 5.01M (10-Q 5/23, post 8-for-1 reverse split). Excl D&O group ex-options ~1.01M (Shalom 0.5M + 4 dirs 0.04M + Kotaieva/X-Group 0.47M direct) + Assentato 0.67M (founder/control 14%). East Asia 381k & Nukk-Notes are derivative/notes (not common). Under 20M."
NVTS,2025-06-09,133.70,191.81,high,10-Q 2025-05-09 + DEF14A,2026-06-24T18:27:23,"carried from 2025-05-27; no intervening O/S change (only Form 4/144/SD insider-routine filings, no periodic/offering/split)"
OSCR,2025-06-18,197.94,218.99,high,DEF14A 2025-04-25 cover (Class A) + 8-K 2025-06-06,2026-06-24T18:27:23,"carried from 2025-05-07; 8-K 6/6 annual-meeting confirms Class A 218,993,334 unchanged; no intervening offering/split (only Form 4/144/SD). Float >>20M."
OUST,2025-06-11,51.67,53.79,high,10-Q 2025-05-09 cover (53.79M) + DEF14A 2025-04-28,2026-06-24T18:27:23,"carried from 2025-05-09; O/S 53,794,970 (10-Q cover as of 5/2). ATM 424B5 5/12 (up to $100M) active but dribbles to public float; no periodic quantifies shares sold by 6/11, so PIT O/S unchanged. Float >>20M."
NG,2025-06-04,241.79,334.65,high,10-Q 2025-04-01 cover (334.65M) + DEF14A 2025-03-24,2026-06-24T18:27:23,"NovaGold; common shares trade direct on NYSE-American (ADS flag false-positive). O/S 334,646,571 (10-Q cover 3/26). Excl Electrum Strategic Resources 84.86M (25.4%, Kaplan/Electrum control) + D&O group 7.997M. Kept Paulson 27.2M (8%), First Eagle 26.1M, BlackRock - passive <20%. Float >>20M."
NNNN,2025-06-20,39.69,43.89,high,20-F 2025-04-28 (Class A listed),2026-06-24T18:27:23,"Anbio Biotechnology (Cayman); listed class = Class A ordinary (trades direct, ADS flag false-positive). Class A O/S 43,891,200 (20-F cover). Excl control SPVs CVC Investment (J.Howard) 2.10M + Northwestern Investment (M.Martinez) 2.10M Class A = 4.20M (both also hold 50M Class B each, super-voting). D&O own 0 direct. Float = 39.69M Class A = DT exactly. Class B 100M not listed/excluded from float basis."
NNNN,2025-06-24,39.69,43.89,high,20-F 2025-04-28 (Class A listed),2026-06-24T18:27:23,carried from 2025-06-20; no intervening filing (latest is 20-F 4/28). Class A O/S 43.89M; excl control SPVs CVC+Northwestern 4.20M Class A; float 39.69M = DT. Float >>20M.
ONEG,2025-06-30,4.00,13.00,high,424B3 2025-04-14 + 424B4 IPO 2025-01-02,2026-06-24T18:27:23,"OneConstruction Group (HK/BVI, Cayman). O/S 13,000,000 (424B3 4/14; over-allotment NOT exercised). Excl Controlling Shareholder Rich Plenty Ltd (100% He Yun) 9.0M (69.23% control). Selling-shareholder 2.25M block expressly NON-affiliates -> kept in float. Float = 1.75M IPO + 2.25M non-affiliate = 4.0M. Under 20M. DT 7M/16M is post-date dilution (2026-06-04 snapshot)."
OWLT,2025-06-02,13.97,16.52,med,10-Q 2025-05-08 cover (16.52M) + DEF14A 2024-07-03 + Eclipse 13D/A 2024-08-22,2026-06-24T18:27:23,"Owlet; current common O/S 16,524,690 (10-Q cover as of 5/6/25; post 1-for-14 rev split, Sep-2024 424B5 raise & preferred conversions). DEF14A 6/24 beneficial cols are as-converted -> used DIRECT common only: D&O group direct 2.56M incl Eclipse/Lior Susan 2.04M (Eclipse I 0.97M + Continuity I 1.07M, confirmed stable in 13D/A 8/22/24). Eclipse warrants 5.3M & Series A/B preferred NOT in common O/S (kept out). Excl 2.56M. Under 20M. DT 22.05M/29M is 2026-06-04 post-date dilution."
OWLT,2025-06-13,13.97,16.52,high,10-Q 2025-05-08 cover (16.52M) + DEF14A 2024-07-03 + Eclipse 13D/A 2024-08-22,2026-06-24T18:27:23,"carried from 2025-06-02; no intervening O/S change (only 8-K 6/16 credit amendment, post-date)"
OWLT,2025-06-17,13.97,16.52,high,10-Q 2025-05-08 cover (16.52M) + DEF14A 2024-07-03 + Eclipse 13D/A 2024-08-22,2026-06-24T18:27:23,"carried from 2025-06-02; intervening 8-K 2025-06-16 is credit agreement amendment (no share issuance), O/S unchanged"
PBM,2025-06-17,0.58,0.58,low,6-K 2025-05-06 press rel + 13D/A 2025-05-12,2026-06-24T18:27:23,"carried from 2025-05-30; only intervening filing 6-K 2025-06-11 is a CRO services agreement (no share issuance), O/S unchanged"
PRE,2025-06-18,9.60,11.45,med,20-F 2025-04-30 (Item 7),2026-06-24T18:27:23,"carried from 2025-05-22; intervening 6-Ks (Q1 results, ACTG divestment, director resignations, Bitcoin treasury press release) disclose no share issuance/offering, O/S 11.45M unchanged; no 424B in index"
PL,2025-06-05,242.76,278.94,high,10-Q 2025-06-04 cover (Class A 278.94M) + DEF14A 2025-05-29,2026-06-24T18:27:23,"Listed Class A O/S 278,937,702 (10-Q 6/4); excl D&O group Class A 36.17M (incl founders Marshall/Schingler who hold 100% Class B super-vote); kept passive 13G holders Google 31.9M/Vanguard/BlackRock/DFJ. Float >>20M."
PLUR,2025-06-25,6.05,7.88,high,DEF14A 2025-05-27 + 13D/A 2025-06-09 (O/S 7.875555M as of 6/4) + 10-Q 2025-05-13,2026-06-24T18:27:23,"Common O/S 7,875,555 (13D/A as of 6/4/25; Nasdaq common PLUR, not ADS); excl D&O group 7 persons 2.055M less 229,353 options = 1.826M (Weinstein 17.6% incl Chutzpah 931k+Plantae 453k, deduped within group); kept Merchant Adventure 16.68%, Slager/Regals 13G, Shayna, Gun all passive <20%. Under 20M."
PLUR,2025-06-23,6.05,7.88,high,DEF14A 2025-05-27 + 13D/A 2025-06-09 (O/S 7.875555M as of 6/4) + 10-Q 2025-05-13,2026-06-24T18:27:23,"Common O/S 7,875,555 (13D/A as of 6/4/25; Nasdaq common PLUR, not ADS); excl D&O group 2.055M less 229,353 options = 1.826M (Weinstein 17.6% incl Chutzpah+Plantae deduped); kept Merchant Adventure 16.68%, Slager/Regals 13G, Shayna, Gun passive. Under 20M."
